product_code,nombre,precio_lista_1,stock,unidades_por_bulto,unidad_minima_de_venta,umv_tipo,categoria_1,categoria_2,categoria_3,categoria_4,aliases,rotacion_index,mental_priority,descripcion,image_url,en_catalogo,is_mock,fuente_hoja
72411156,LP ESENCIA NARAN. CJ 6X2 LT,35800,360,6,caja,unidad,BI,Esencias y Colorantes,Esencias,Caja,esencia naran. cj 6x2 lt|esencias y colorantes|esencias|esencia naran. cj 6x2 lt por caja,0.703,0.6,"Esencias y Colorantes Calsa para panificación, línea Esencias, presentación comercial de 12 l.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
40173014,PREMIUM MASA C/MAN LOW TRANS CJ 4PILx5KG,132600,360,4,caja,unidad,Grasos,Margarinas,Masas,Caja,premium masa c/man low trans cj 4pilx5kg|margarinas|masas|premium masa c/man low trans cj 4pilx5kg por caja,0.702,0.6,"Margarinas Calsa para panificación, línea Masas, presentación comercial de 20 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
72401156,LP ESENCIA VAIN. CJ 6X2 LT,34200,360,6,caja,unidad,BI,Esencias y Colorantes,Esencias,Caja,esencia vain. cj 6x2 lt|esencias y colorantes|esencias|esencia vain. cj 6x2 lt por caja,0.702,0.6,"Esencias y Colorantes Calsa para panificación, línea Esencias, presentación comercial de 12 l.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
72810032,LP CREMA PASTELERA BOL.3 KG,33100,360,1,bolsa,unidad,BI,Cremas,Polvos,Bolsa,crema pastelera bol.3 kg|cremas|polvos|crema pastelera bol.3 kg por bolsa,0.701,0.6,"Cremas Calsa para panificación, línea Polvos, presentación comercial de 3 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
73733130,LP BAÑO ALFAJ. BLANCO CJ X 3 KG,37200,360,1,caja,unidad,BI,Chocolates,Baños,Caja,bano alfaj. blanco cj x 3 kg|chocolates|baños|bano alfaj. blanco cj x 3 kg por caja,0.699,0.6,"Chocolates Calsa para panificación, línea Baños, presentación comercial de 3 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
73163145,I360 PREM. MUFFIN CHOCO. CJ6X3KG 100A,183400,360,6,caja,unidad,BI,Premezclas,Pasteleria,Caja,prem. muffin choco. cj6x3kg|premezclas|pasteleria|prem. muffin choco. cj6x3kg por caja,0.698,0.6,"Premezclas Calsa para panificación, línea Pasteleria, presentación comercial de 18 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
72421021,LP ESENCIA LIMON BIDON 2 LT,6000,350,1,bidon,unidad,BI,Esencias y Colorantes,Esencias,Bidon,esencia limon bidon 2 lt|esencias y colorantes|esencias|esencia limon bidon 2 lt por bidon,0.697,0.6,"Esencias y Colorantes Calsa para panificación, línea Esencias, presentación comercial de 2 l.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
73165145,I360 PREM. CROISSANT. CJ6X3KG,190200,350,6,caja,unidad,BI,Premezclas,Pasteleria,Caja,prem. croissant. cj6x3kg|premezclas|pasteleria|prem. croissant. cj6x3kg por caja,0.695,0.6,"Premezclas Calsa para panificación, línea Pasteleria, presentación comercial de 18 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
73093032,LP PREM. BIZCOCHUELO VAI. BOL.3 KG,32900,350,1,bolsa,unidad,BI,Premezclas,Pasteleria,Bolsa,prem. bizcochuelo vai. bol.3 kg|premezclas|pasteleria|prem. bizcochuelo vai. bol.3 kg por bolsa,0.693,0.6,"Premezclas Calsa para panificación, línea Pasteleria, presentación comercial de 3 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
73109208,I360 PREM. PAN CON CEREALES CAJ 4x5KG,55200,350,1,caja,unidad,BI,Premezclas,Pasteleria,Caja,prem. pan con cereales caj 4x5kg|premezclas|pasteleria|prem. pan con cereales caj 4x5kg por caja,0.693,0.6,"Premezclas Calsa para panificación, línea Pasteleria, presentación comercial de 5 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
11081001,LEUDEX LEV. FRESCA PAQ 500G,5800,350,1,paquete,unidad,Levadura,Fresca,Prensada,Paquete,leudex lev. fresca paq 500g|fresca|prensada|leudex lev. fresca paq 500g por paquete,0.69,0.6,"Fresca Calsa para panificación, línea Prensada, presentación comercial de 0.5 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
73038032,LP PREM. BIZCOCHUELO CHOCO. BOL.3 KG,32700,350,1,bolsa,unidad,BI,Premezclas,Pasteleria,Bolsa,prem. bizcochuelo choco. bol.3 kg|premezclas|pasteleria|prem. bizcochuelo choco. bol.3 kg por bolsa,0.689,0.6,"Premezclas Calsa para panificación, línea Pasteleria, presentación comercial de 3 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
73164032,I360 PREM. MUFFIN VAIN. BOL3KG,32700,350,1,bolsa,unidad,BI,Premezclas,Pasteleria,Bolsa,prem. muffin vain. bol3kg|premezclas|pasteleria|prem. muffin vain. bol3kg por bolsa,0.687,0.6,"Premezclas Calsa para panificación, línea Pasteleria, presentación comercial de 3 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
72831145,LP CREMA CHANTILLY PREMIUM CJ6X3 KG,179700,350,6,caja,unidad,BI,Cremas,Polvos,Caja,crema chantilly premium cj6x3 kg|cremas|polvos|crema chantilly premium cj6x3 kg por caja,0.687,0.6,"Cremas Calsa para panificación, línea Polvos, presentación comercial de 18 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
73103032,LP. PREM. BUDIN HUM VAI BOL 3KG,30400,350,1,bolsa,unidad,BI,Premezclas,Pasteleria,Bolsa,. prem. budin hum vai bol 3kg|premezclas|pasteleria|. prem. budin hum vai bol 3kg por bolsa,0.685,0.6,"Premezclas Calsa para panificación, línea Pasteleria, presentación comercial de 3 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
73103145,LP. PREM. BUDIN HUM VAI 6X3KG,32700,350,1,caja,unidad,BI,Premezclas,Pasteleria,Caja,. prem. budin hum vai 6x3kg|premezclas|pasteleria|. prem. budin hum vai 6x3kg por caja,0.685,0.6,"Premezclas Calsa para panificación, línea Pasteleria, presentación comercial de 3 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
73180145,LP. PREM. BUDIN BASE HUM CHOCO CJ 6X3KG,171900,350,6,caja,unidad,BI,Premezclas,Pasteleria,Caja,. prem. budin base hum choco cj 6x3kg|premezclas|pasteleria|. prem. budin base hum choco cj 6x3kg por caja,0.683,0.6,"Premezclas Calsa para panificación, línea Pasteleria, presentación comercial de 18 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
61010200,LP POLVO PARA HORNEAR FLOR CJ8X2 KG,145700,350,8,caja,unidad,BI,Polvo de hornear y otros aditi,Polvo de Hornear,Caja,polvo para hornear flor cj8x2 kg|polvo de hornear y otros aditi|polvo de hornear|polvo para hornear flor cj8x2 kg por caja,0.683,0.6,"Polvo de hornear y otros aditi Calsa para panificación, línea Polvo de Hornear, presentación comercial de 16 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
63257144,LP MEJ. FORMULA UNO CJ2X10 KG 100A,149800,350,2,caja,unidad,BI,Mejoradores,Comun,Caja,mej. formula uno cj2x10 kg|mejoradores|comun|mej. formula uno cj2x10 kg por caja,0.679,0.6,"Mejoradores Calsa para panificación, línea Comun, presentación comercial de 20 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
40229015,FLOR MARG. HOJAL ** CJ2PILX10KG,138500,350,2,caja,unidad,Grasos,Margarinas,Hojaldre,Caja,flor marg. hojal ** cj2pilx10kg|margarinas|hojaldre|flor marg. hojal ** cj2pilx10kg por caja,0.678,0.6,"Margarinas Calsa para panificación, línea Hojaldre, presentación comercial de 20 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
15017001,MAURIPAN LEV. SECA MS PAQ 500G,12300,340,1,paquete,unidad,Levadura,Seca,HADY,Paquete,mauripan lev. seca ms paq 500g|seca|hady|mauripan lev. seca ms paq 500g por paquete,0.675,0.6,"Seca Calsa para panificación, línea HADY, presentación comercial de 0.5 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
73167032,I360 PREM. BROWNIE. BOL3KG,30200,340,1,bolsa,unidad,BI,Premezclas,Pasteleria,Bolsa,prem. brownie. bol3kg|premezclas|pasteleria|prem. brownie. bol3kg por bolsa,0.674,0.6,"Premezclas Calsa para panificación, línea Pasteleria, presentación comercial de 3 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
73094032,LP PREM. ROSCA-PAN DULCE DUAL BOL. 3KG,31200,340,1,bolsa,unidad,BI,Premezclas,Pasteleria,Bolsa,prem. rosca-pan dulce dual bol. 3kg|premezclas|pasteleria|prem. rosca-pan dulce dual bol. 3kg por bolsa,0.673,0.6,"Premezclas Calsa para panificación, línea Pasteleria, presentación comercial de 3 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
63257042,LP MEJ. FORMULA UNO BOL.10 KG 100A,77600,340,1,bolsa,unidad,BI,Mejoradores,Comun,Bolsa,mej. formula uno bol.10 kg|mejoradores|comun|mej. formula uno bol.10 kg por bolsa,0.672,0.3,"Mejoradores Calsa para panificación, línea Comun, presentación comercial de 10 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
72411021,LP ESENCIA NARANJA BIDON 2 LT,5900,340,1,bidon,unidad,BI,Esencias y Colorantes,Esencias,Bidon,esencia naranja bidon 2 lt|esencias y colorantes|esencias|esencia naranja bidon 2 lt por bidon,0.671,0.3,"Esencias y Colorantes Calsa para panificación, línea Esencias, presentación comercial de 2 l.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
40157014,MTK MARG. HOJAL LT CJ4PILX5KG,139800,340,4,caja,unidad,Grasos,Margarinas,Masas,Caja,mtk marg. hojal lt cj4pilx5kg|margarinas|masas|mtk marg. hojal lt cj4pilx5kg por caja,0.671,0.3,"Margarinas Calsa para panificación, línea Masas, presentación comercial de 20 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
31301093,BIZCOCHINA GRASA 35 CJX20KG,122300,340,1,caja,unidad,Grasos,Grasas/Shortenings,Refinada Blanda,Caja,bizcochina grasa 35 cjx20kg|grasas/shortenings|refinada blanda|bizcochina grasa 35 cjx20kg por caja,0.67,0.3,"Grasas/Shortenings Calsa para panificación, línea Refinada Blanda, presentación comercial de 20 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
72690033,LP CHIPS SEMIAMARGO BOL. X1 KG,12700,340,1,bolsa,unidad,BI,Chocolates,Grageados/Granillo,Bolsa,chips semiamargo bol. x1 kg|chocolates|grageados/granillo|chips semiamargo bol. x1 kg por bolsa,0.667,0.3,"Chocolates Calsa para panificación, línea Grageados/Granillo, presentación comercial de 1 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
73180032,LP. PREM. BUDIN BASE HUM CHOCO BOL 3KG,33200,340,1,bolsa,unidad,BI,Premezclas,Pasteleria,Bolsa,. prem. budin base hum choco bol 3kg|premezclas|pasteleria|. prem. budin base hum choco bol 3kg por bolsa,0.667,0.3,"Premezclas Calsa para panificación, línea Pasteleria, presentación comercial de 3 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
63230486,"LP MEJ.CONC. CALSA MAX POTE X1,5 KG",12000,340,1,pote,unidad,BI,Mejoradores,Concentrado,Pote,"mej.conc. calsa max pote x1,5 kg|mejoradores|concentrado|mej.conc. calsa max pote x1,5 kg por pote",0.664,0.3,"Mejoradores Calsa para panificación, línea Concentrado, presentación comercial de 1.5 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
73094145,LP PREM. ROSCA-PAN DULCE CJ6X3 KG,185600,340,6,caja,unidad,BI,Premezclas,Pasteleria,Caja,prem. rosca-pan dulce cj6x3 kg|premezclas|pasteleria|prem. rosca-pan dulce cj6x3 kg por caja,0.663,0.3,"Premezclas Calsa para panificación, línea Pasteleria, presentación comercial de 18 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
62010132,LP EMULSIONANTE GEL POTE X4 KG,36700,340,1,pote,unidad,BI,Polvo de hornear y otros aditi,Emulsionante,Pote,emulsionante gel pote x4 kg|polvo de hornear y otros aditi|emulsionante|emulsionante gel pote x4 kg por pote,0.662,0.3,"Polvo de hornear y otros aditi Calsa para panificación, línea Emulsionante, presentación comercial de 4 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
73135032,LP PREM. AKTIVO CEREALES BOL.3 KG,30800,340,1,bolsa,unidad,BI,Premezclas,Panaderia,Bolsa,prem. aktivo cereales bol.3 kg|premezclas|panaderia|prem. aktivo cereales bol.3 kg por bolsa,0.662,0.3,"Premezclas Calsa para panificación, línea Panaderia, presentación comercial de 3 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
11066082,DUQUESA LEV. FRESCA CJ 20 PAQ 500G 100A,110600,340,20,caja,unidad,Levadura,Fresca,Prensada,Caja,duquesa lev. fresca cj 20 paq 500g|fresca|prensada|duquesa lev. fresca cj 20 paq 500g por caja,0.661,0.3,"Fresca Calsa para panificación, línea Prensada, presentación comercial de 10 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
40184015,GOLF MARG. MASAS LT CJ2PILX10KG,137300,340,2,caja,unidad,Grasos,Margarinas,Masas,Caja,golf marg. masas lt cj2pilx10kg|margarinas|masas|golf marg. masas lt cj2pilx10kg por caja,0.66,0.3,"Margarinas Calsa para panificación, línea Masas, presentación comercial de 20 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
72910022,LP KOLAROMA CAFÉ BIDON 1 LT,26100,340,1,bidon,unidad,BI,Esencias y Colorantes,Esencia & Color,Bidon,kolaroma cafe bidon 1 lt|esencias y colorantes|esencia & color|kolaroma cafe bidon 1 lt por bidon,0.659,0.3,"Esencias y Colorantes Calsa para panificación, línea Esencia & Color, presentación comercial de 1 l.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
73109157,I360 PREM. PAN CON CEREALES BOL 5 KG,52900,330,1,bolsa,unidad,BI,Premezclas,Panaderia,Bolsa,prem. pan con cereales bol 5 kg|premezclas|panaderia|prem. pan con cereales bol 5 kg por bolsa,0.653,0.3,"Premezclas Calsa para panificación, línea Panaderia, presentación comercial de 5 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
40190093,MARG PREM. MASAS/BATIDOS 0%TRANS-Cajx20K,149600,330,1,caja,unidad,Grasos,Margarinas,Batidos,Caja,marg prem. masas/batidos 0%trans-cajx20k|margarinas|batidos|marg prem. masas/batidos 0%trans-cajx20k por caja,0.649,0.3,"Margarinas Calsa para panificación, línea Batidos, presentación comercial de 20 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
32402090,RICABE GRASA CJ20SACHX1KG,6800,330,1,caja,unidad,Grasos,Grasas/Shortenings,Refinada Dura,Caja,ricabe grasa cj20sachx1kg|grasas/shortenings|refinada dura|ricabe grasa cj20sachx1kg por caja,0.647,0.3,"Grasas/Shortenings Calsa para panificación, línea Refinada Dura, presentación comercial de 1 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
63230493,LP MEJ.CONC. CALSA MAX CJ 12X500 G,44300,330,12,caja,unidad,BI,Mejoradores,Concentrado,Caja,mej.conc. calsa max cj 12x500 g|mejoradores|concentrado|mej.conc. calsa max cj 12x500 g por caja,0.647,0.3,"Mejoradores Calsa para panificación, línea Concentrado, presentación comercial de 6 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
32026093,IDEALINA GRASA CJX20KG,130900,330,1,caja,unidad,Grasos,Grasas/Shortenings,Refinada Dura,Caja,idealina grasa cjx20kg|grasas/shortenings|refinada dura|idealina grasa cjx20kg por caja,0.643,0.3,"Grasas/Shortenings Calsa para panificación, línea Refinada Dura, presentación comercial de 20 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
73102145,LP. PREM. BUDIN HUM CHOCO 6X3KG,31000,320,1,caja,unidad,BI,Premezclas,Pasteleria,Caja,. prem. budin hum choco 6x3kg|premezclas|pasteleria|. prem. budin hum choco 6x3kg por caja,0.633,0.3,"Premezclas Calsa para panificación, línea Pasteleria, presentación comercial de 3 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
72830145,LP CREMA CHANTILLY CLASSIC CJ6X3 KG,190600,320,6,caja,unidad,BI,Cremas,Polvos,Caja,crema chantilly classic cj6x3 kg|cremas|polvos|crema chantilly classic cj6x3 kg por caja,0.623,0.3,"Cremas Calsa para panificación, línea Polvos, presentación comercial de 18 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
61010030,LP POLVO PARA HORNEAR FLOR BOLSA X 2KG,18400,320,1,bolsa,unidad,BI,Polvo de hornear y otros aditi,Polvo de Hornear,Bolsa,polvo para hornear flor bolsa x 2kg|polvo de hornear y otros aditi|polvo de hornear|polvo para hornear flor bolsa x 2kg por bolsa,0.621,0.3,"Polvo de hornear y otros aditi Calsa para panificación, línea Polvo de Hornear, presentación comercial de 2 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
72441021,LP ESENCIA COCO BIDON 2 LT,6400,320,1,bidon,unidad,BI,Esencias y Colorantes,Esencias,Bidon,esencia coco bidon 2 lt|esencias y colorantes|esencias|esencia coco bidon 2 lt por bidon,0.621,0.3,"Esencias y Colorantes Calsa para panificación, línea Esencias, presentación comercial de 2 l.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
73163032,I360 PREM. MUFFIN CHOCO. BOL3KG 100A,30000,320,1,bolsa,unidad,BI,Premezclas,Pasteleria,Bolsa,prem. muffin choco. bol3kg|premezclas|pasteleria|prem. muffin choco. bol3kg por bolsa,0.621,0.3,"Premezclas Calsa para panificación, línea Pasteleria, presentación comercial de 3 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
72461156,LP ESENCIA PAN DULCE CJ 6X2 LT,33100,320,6,caja,unidad,BI,Esencias y Colorantes,Esencias,Caja,esencia pan dulce cj 6x2 lt|esencias y colorantes|esencias|esencia pan dulce cj 6x2 lt por caja,0.621,0.3,"Esencias y Colorantes Calsa para panificación, línea Esencias, presentación comercial de 12 l.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
73165032,I360 PREM. CROISSANT. BOL3KG,33400,320,1,bolsa,unidad,BI,Premezclas,Pasteleria,Bolsa,prem. croissant. bol3kg|premezclas|pasteleria|prem. croissant. bol3kg por bolsa,0.621,0.3,"Premezclas Calsa para panificación, línea Pasteleria, presentación comercial de 3 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
64009042,LP MEJ. MEJORMIGA BOL.10 KG,82000,320,1,bolsa,unidad,BI,Mejoradores,Especifico,Bolsa,mej. mejormiga bol.10 kg|mejoradores|especifico|mej. mejormiga bol.10 kg por bolsa,0.62,0.3,"Mejoradores Calsa para panificación, línea Especifico, presentación comercial de 10 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
73094144,LP PREM. ROSCA-PAN DULCE CJ2X10 KG,192700,320,2,caja,unidad,BI,Premezclas,Pasteleria,Caja,prem. rosca-pan dulce cj2x10 kg|premezclas|pasteleria|prem. rosca-pan dulce cj2x10 kg por caja,0.619,0.3,"Premezclas Calsa para panificación, línea Pasteleria, presentación comercial de 20 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
31220093,DELICROK ACEITE LT1 CJX20KG,122100,320,1,caja,unidad,Grasos,Aceites,Masas.,Caja,delicrok aceite lt1 cjx20kg|aceites|masas.|delicrok aceite lt1 cjx20kg por caja,0.617,0.3,"Aceites Calsa para panificación, línea Masas., presentación comercial de 20 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
72818145,LP CREMA PASTELERA CJ6X3 KG 100A,195900,320,6,caja,unidad,BI,Cremas,Polvos,Caja,crema pastelera cj6x3 kg|cremas|polvos|crema pastelera cj6x3 kg por caja,0.616,0.3,"Cremas Calsa para panificación, línea Polvos, presentación comercial de 18 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
22030067,LP EXT. DE MALTA EXTRAMALT BALDE X12 KG,85500,310,1,balde,unidad,BI,Extractos y harinas de malta,Extractos.,Balde,ext. de malta extramalt balde x12 kg|extractos y harinas de malta|extractos.|ext. de malta extramalt balde x12 kg por balde,0.611,0.3,"Extractos y harinas de malta Calsa para panificación, línea Extractos., presentación comercial de 12 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
40182014,PREMIUM HOJ. C/MAN LT CJ 4PILx5KG,137400,310,4,caja,unidad,Grasos,Margarinas,Masas,Caja,premium hoj. c/man lt cj 4pilx5kg|margarinas|masas|premium hoj. c/man lt cj 4pilx5kg por caja,0.609,0.3,"Margarinas Calsa para panificación, línea Masas, presentación comercial de 20 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
72461021,LP ESENCIA PAN DULCE BIDON 2 LT,5700,310,1,bidon,unidad,BI,Esencias y Colorantes,Esencias,Bidon,esencia pan dulce bidon 2 lt|esencias y colorantes|esencias|esencia pan dulce bidon 2 lt por bidon,0.609,0.3,"Esencias y Colorantes Calsa para panificación, línea Esencias, presentación comercial de 2 l.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
73102032,LP. PREM. BUDIN HUM CHOCO BOL 3KG,32700,310,1,bolsa,unidad,BI,Premezclas,Pasteleria,Bolsa,. prem. budin hum choco bol 3kg|premezclas|pasteleria|. prem. budin hum choco bol 3kg por bolsa,0.606,0.3,"Premezclas Calsa para panificación, línea Pasteleria, presentación comercial de 3 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
31521093,MR. CHOC ACEITE 927 0 TRANS CJX20KG,127900,310,1,caja,unidad,Grasos,Aceites,Coberturas / Baños,Caja,mr. choc aceite 927 0 trans cjx20kg|aceites|coberturas / baños|mr. choc aceite 927 0 trans cjx20kg por caja,0.604,0.3,"Aceites Calsa para panificación, línea Coberturas / Baños, presentación comercial de 20 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
15018001,MAURIPAN LEV. SECA MD PAQ 500G,12400,310,1,paquete,unidad,Levadura,Seca,HADY,Paquete,mauripan lev. seca md paq 500g|seca|hady|mauripan lev. seca md paq 500g por paquete,0.601,0.3,"Seca Calsa para panificación, línea HADY, presentación comercial de 0.5 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
40172014,PREMIUM HOJ. C/MAN LOW TRANS CJ 4PILx5KG,130600,310,4,caja,unidad,Grasos,Margarinas,Masas,Caja,premium hoj. c/man low trans cj 4pilx5kg|margarinas|masas|premium hoj. c/man low trans cj 4pilx5kg por caja,0.601,0.3,"Margarinas Calsa para panificación, línea Masas, presentación comercial de 20 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
73126144,LP PREM. MUFFIN VIN. CJ2X10 KG,200900,310,2,caja,unidad,BI,Premezclas,Pasteleria,Caja,prem. muffin vin. cj2x10 kg|premezclas|pasteleria|prem. muffin vin. cj2x10 kg por caja,0.595,0.3,"Premezclas Calsa para panificación, línea Pasteleria, presentación comercial de 20 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
72451156,LP ESENCIA ALMENDRA CJ 6X2 LT,34900,300,6,caja,unidad,BI,Esencias y Colorantes,Esencias,Caja,esencia almendra cj 6x2 lt|esencias y colorantes|esencias|esencia almendra cj 6x2 lt por caja,0.592,0.3,"Esencias y Colorantes Calsa para panificación, línea Esencias, presentación comercial de 12 l.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
31520093,MR. CHOC ACEITE 913 0 TRANS CJX20KG,127700,300,1,caja,unidad,Grasos,Aceites,Coberturas / Baños,Caja,mr. choc aceite 913 0 trans cjx20kg|aceites|coberturas / baños|mr. choc aceite 913 0 trans cjx20kg por caja,0.585,0.3,"Aceites Calsa para panificación, línea Coberturas / Baños, presentación comercial de 20 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
40179014,PREMIUM MASAS LT CJ4PILX5KG,136100,300,4,caja,unidad,Grasos,Margarinas,Masas,Caja,premium masas lt cj4pilx5kg|margarinas|masas|premium masas lt cj4pilx5kg por caja,0.574,0.3,"Margarinas Calsa para panificación, línea Masas, presentación comercial de 20 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
72451021,LP ESENCIA ALMEN. BIDON 2 LT,5900,300,1,bidon,unidad,BI,Esencias y Colorantes,Esencias,Bidon,esencia almen. bidon 2 lt|esencias y colorantes|esencias|esencia almen. bidon 2 lt por bidon,0.573,0.3,"Esencias y Colorantes Calsa para panificación, línea Esencias, presentación comercial de 2 l.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
40143114,MTK MARG. HOJAL CJ4PILX5KG,133200,290,4,caja,unidad,Grasos,Margarinas,Hojaldre,Caja,mtk marg. hojal cj4pilx5kg|margarinas|hojaldre|mtk marg. hojal cj4pilx5kg por caja,0.572,0.3,"Margarinas Calsa para panificación, línea Hojaldre, presentación comercial de 20 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
73016179,LP PREM. COOKIES CJ7X3 KG,221800,290,7,caja,unidad,BI,Premezclas,Pasteleria,Caja,prem. cookies cj7x3 kg|premezclas|pasteleria|prem. cookies cj7x3 kg por caja,0.569,0.3,"Premezclas Calsa para panificación, línea Pasteleria, presentación comercial de 21 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
72804160,LP CREMA VEG REFRIGERATTO CJ 12X1 LT,123800,290,12,caja,unidad,BI,Cremas,UHT,Caja,crema veg refrigeratto cj 12x1 lt|cremas|uht|crema veg refrigeratto cj 12x1 lt por caja,0.567,0.3,"Cremas Calsa para panificación, línea UHT, presentación comercial de 12 l.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
72803160,LP CREMA VEG CHOCOLATE UHT CJ 12X1 LT,130500,290,12,caja,unidad,BI,Cremas,UHT,Caja,crema veg chocolate uht cj 12x1 lt|cremas|uht|crema veg chocolate uht cj 12x1 lt por caja,0.56,0.3,"Cremas Calsa para panificación, línea UHT, presentación comercial de 12 l.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
72804169,LP CREMA VEG REFRIGERATTO PACK X1,10400,290,1,estuche,unidad,BI,Cremas,UHT,Estuche,crema veg refrigeratto pack x1|cremas|uht|crema veg refrigeratto pack x1 por estuche,0.558,0.3,"Cremas Calsa para panificación, línea UHT, presentación comercial de 1 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
31310093,BIZCOCHINA ACEITE 0% TRANS CJX20KG,133800,290,1,caja,unidad,Grasos,Aceites,Masas.,Caja,bizcochina aceite 0% trans cjx20kg|aceites|masas.|bizcochina aceite 0% trans cjx20kg por caja,0.553,0.3,"Aceites Calsa para panificación, línea Masas., presentación comercial de 20 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
