product_code,nombre,precio_lista_1,stock,unidades_por_bulto,unidad_minima_de_venta,umv_tipo,categoria_1,categoria_2,categoria_3,categoria_4,aliases,rotacion_index,mental_priority,descripcion,image_url,en_catalogo,is_mock,fuente_hoja
235,DET. LAVAVAJILLAS AROMA LIMON — 20 L,1220.0,409,1,unidad,unidad,Detergentes,Lavavajillas,Dinamic,20 L,235|det. lavavajillas aroma limon|lavavajillas|20 l|dinamic|dinamicquim|det|aroma|limon,0.88,0.83,"Detergente lavavajillas Det. Lavavajillas Aroma Limon, marca Dinamic, 20 L, listo para usar.",,True,True,pagina-1
33,DET. ULTRA PREMIUM AL 30% LISTO — 20 L,1695.0,409,1,unidad,unidad,Detergentes,Lavavajillas,Dinamic,20 L,33|det. ultra premium al 30% listo|lavavajillas|20 l|dinamic|dinamicquim|det|ultra|premium|listo,0.88,0.83,"Detergente lavavajillas Det. Ultra Premium Al 30% Listo, marca Dinamic, 20 L, listo para usar.",,True,True,pagina-1
34,DET. LAVAVAJILLA FLUOR — 20 L,1220.0,409,1,unidad,unidad,Detergentes,Lavavajillas,Dinamic,20 L,34|det. lavavajilla fluor|lavavajillas|20 l|dinamic|dinamicquim|det|lavavajilla|fluor,0.88,0.83,"Detergente lavavajillas Det. Lavavajilla Fluor, marca Dinamic, 20 L, listo para usar.",,True,True,pagina-1
35,DET. LAVAVAJILLA AMARILLO — 20 L,1220.0,409,1,unidad,unidad,Detergentes,Lavavajillas,Dinamic,20 L,35|det. lavavajilla amarillo|lavavajillas|20 l|dinamic|dinamicquim|det|lavavajilla|amarillo,0.88,0.83,"Detergente lavavajillas Det. Lavavajilla Amarillo, marca Dinamic, 20 L, listo para usar.",,True,True,pagina-1
36,DET. LAVAVAJILLA VERDE — 20 L,1220.0,409,1,unidad,unidad,Detergentes,Lavavajillas,Dinamic,20 L,36|det. lavavajilla verde|lavavajillas|20 l|dinamic|dinamicquim|det|lavavajilla|verde,0.88,0.83,"Detergente lavavajillas Det. Lavavajilla Verde, marca Dinamic, 20 L, listo para usar.",,True,True,pagina-1
37,DET. LAVAVAJILLA CREMOSO — 20 L,1220.0,409,1,unidad,unidad,Detergentes,Lavavajillas,Dinamic,20 L,37|det. lavavajilla cremoso|lavavajillas|20 l|dinamic|dinamicquim|det|lavavajilla|cremoso,0.88,0.83,"Detergente lavavajillas Det. Lavavajilla Cremoso, marca Dinamic, 20 L, listo para usar.",,True,True,pagina-1
38,DETERGENTE CONCENTRADO 1+2 — 20 L,3320.0,409,1,unidad,unidad,Detergentes,Lavavajillas,Dinamic,20 L,38|detergente concentrado 1+2|lavavajillas|20 l|dinamic|dinamicquim|detergente|concentrado|1+2,0.88,0.83,"Detergente lavavajillas Detergente Concentrado 1+2, marca Dinamic, 20 L, dilución 1+2.",,True,True,pagina-1
450,BIDON POL. X 5 LTS — UNIDAD,3000.0,157,1,unidad,unidad,Envases,Plástico,Dinamic,unidad,450|bidon pol. x 5 lts|plástico|unidad|dinamic|dinamicquim|bidon|pol|lts,0.28,0.23,"Envase plástico Bidon Pol. X 5 Lts, marca Dinamic, unidad, listo para usar.",,True,True,pagina-3
451,BIDON PLASTICO X 20LT — UNIDAD,5000.0,157,1,unidad,unidad,Envases,Plástico,Dinamic,unidad,451|bidon plastico x 20lt|plástico|unidad|dinamic|dinamicquim|bidon|plastico|20lt,0.28,0.23,"Envase plástico Bidon Plastico X 20Lt, marca Dinamic, unidad, listo para usar.",,True,True,pagina-3
452,BOTELLA POLIETILENO X 1LT — UNIDAD,1000.0,157,1,unidad,unidad,Envases,Plástico,Dinamic,unidad,452|botella polietileno x 1lt|plástico|unidad|dinamic|dinamicquim|botella|polietileno|1lt,0.28,0.23,"Envase plástico Botella Polietileno X 1Lt, marca Dinamic, unidad, listo para usar.",,True,True,pagina-3
453,BOTELLA POLIETILENO X 1/4 LT — UNIDAD,900.0,157,1,unidad,unidad,Envases,Plástico,Dinamic,unidad,453|botella polietileno x 1/4 lt|plástico|unidad|dinamic|dinamicquim|botella|polietileno,0.28,0.23,"Envase plástico Botella Polietileno X 1/4 Lt, marca Dinamic, unidad, listo para usar.",,True,True,pagina-3
454,CUÑETE PLASTICO X 50 LT — UNIDAD,15000.0,157,1,unidad,unidad,Envases,Plástico,Dinamic,unidad,454|cuñete plastico x 50 lt|plástico|unidad|dinamic|dinamicquim|cuñete|plastico,0.28,0.23,"Envase plástico Cuñete Plastico X 50 Lt, marca Dinamic, unidad, listo para usar.",,True,True,pagina-3
455,TAMBOR PLASTICO X 200 LT — UNIDAD,30000.0,157,1,unidad,unidad,Envases,Plástico,Dinamic,unidad,455|tambor plastico x 200 lt|plástico|unidad|dinamic|dinamicquim|tambor|plastico|200,0.28,0.23,"Envase plástico Tambor Plastico X 200 Lt, marca Dinamic, unidad, listo para usar.",,True,True,pagina-3
456,BINS TANQUE X1000 LT SEMINUEVO — UNIDAD,180000.0,157,1,unidad,unidad,Envases,Plástico,Dinamic,unidad,456|bins tanque x1000 lt seminuevo|plástico|unidad|dinamic|dinamicquim|bins|tanque|x1000|seminuevo,0.28,0.23,"Envase plástico Bins Tanque X1000 Lt Seminuevo, marca Dinamic, unidad, listo para usar.",,True,True,pagina-3
457,BINS TANQUE X1000 LT USADO — UNIDAD,80000.0,157,1,unidad,unidad,Envases,Plástico,Dinamic,unidad,457|bins tanque x1000 lt usado|plástico|unidad|dinamic|dinamicquim|bins|tanque|x1000|usado,0.28,0.23,"Envase plástico Bins Tanque X1000 Lt Usado, marca Dinamic, unidad, listo para usar.",,True,True,pagina-3
1118,SHAMPOO T/SEDAL NACARADO (PH NEUTRO) — 5 L,2100.0,229,1,unidad,unidad,Higiene,Capilar,Dinamic,5 L,1118|shampoo t/sedal nacarado (ph neutro)|capilar|5 l|dinamic|dinamicquim|shampoo|sedal|nacarado|neutro,0.45,0.4,"Producto de higiene Shampoo T/Sedal Nacarado (Ph Neutro), marca Dinamic, 5 L, listo para usar.",,True,True,pagina-3
1119,ENJUAGUE CAPILAR T /SEDAL (PH NEUTRO) — 5 L,2100.0,229,1,unidad,unidad,Higiene,Capilar,Dinamic,5 L,1119|enjuague capilar t /sedal (ph neutro)|capilar|5 l|dinamic|dinamicquim|enjuague|sedal|neutro,0.45,0.4,"Producto de higiene Enjuague Capilar T /Sedal (Ph Neutro), marca Dinamic, 5 L, listo para usar.",,True,True,pagina-3
1174,SHAMPOO PARA PERROS (PH NEUTRO) — 5 L,1980.0,229,1,unidad,unidad,Higiene,Capilar,Dinamic,5 L,1174|shampoo para perros (ph neutro)|capilar|5 l|dinamic|dinamicquim|shampoo|para|perros|neutro,0.45,0.4,"Producto de higiene Shampoo Para Perros (Ph Neutro), marca Dinamic, 5 L, listo para usar.",,True,True,pagina-3
118,SHAMPOO T/SEDAL NACARADO (PH NEUTRO) — 20 L,1700.0,229,1,unidad,unidad,Higiene,Capilar,Dinamic,20 L,118|shampoo t/sedal nacarado (ph neutro)|capilar|20 l|dinamic|dinamicquim|shampoo|sedal|nacarado|neutro,0.45,0.4,"Producto de higiene Shampoo T/Sedal Nacarado (Ph Neutro), marca Dinamic, 20 L, listo para usar.",,True,True,pagina-3
119,ENJUAGUE CAPILAR T /SEDAL (PH NEUTRO) — 20 L,1700.0,229,1,unidad,unidad,Higiene,Capilar,Dinamic,20 L,119|enjuague capilar t /sedal (ph neutro)|capilar|20 l|dinamic|dinamicquim|enjuague|sedal|neutro,0.45,0.4,"Producto de higiene Enjuague Capilar T /Sedal (Ph Neutro), marca Dinamic, 20 L, listo para usar.",,True,True,pagina-3
174,SHAMPOO PARA PERROS (PH NEUTRO) — 20 L,1700.0,229,1,unidad,unidad,Higiene,Capilar,Dinamic,20 L,174|shampoo para perros (ph neutro)|capilar|20 l|dinamic|dinamicquim|shampoo|para|perros|neutro,0.45,0.4,"Producto de higiene Shampoo Para Perros (Ph Neutro), marca Dinamic, 20 L, listo para usar.",,True,True,pagina-3
2118,SHAMPOO T/SEDAL NACARADO (PH NEUTRO) — 1 L,2850.0,229,1,unidad,unidad,Higiene,Capilar,Dinamic,1 L,2118|shampoo t/sedal nacarado (ph neutro)|capilar|1 l|dinamic|dinamicquim|shampoo|sedal|nacarado|neutro,0.45,0.4,"Producto de higiene Shampoo T/Sedal Nacarado (Ph Neutro), marca Dinamic, 1 L, listo para usar.",,True,True,pagina-3
2119,ENJUAGUE CAPILAR T /SEDAL (PH NEUTRO) — 1 L,2850.0,229,1,unidad,unidad,Higiene,Capilar,Dinamic,1 L,2119|enjuague capilar t /sedal (ph neutro)|capilar|1 l|dinamic|dinamicquim|enjuague|sedal|neutro,0.45,0.4,"Producto de higiene Enjuague Capilar T /Sedal (Ph Neutro), marca Dinamic, 1 L, listo para usar.",,True,True,pagina-3
2174,SHAMPOO PARA PERROS (PH NEUTRO) — 1 L,2300.0,229,1,unidad,unidad,Higiene,Capilar,Dinamic,1 L,2174|shampoo para perros (ph neutro)|capilar|1 l|dinamic|dinamicquim|shampoo|para|perros|neutro,0.45,0.4,"Producto de higiene Shampoo Para Perros (Ph Neutro), marca Dinamic, 1 L, listo para usar.",,True,True,pagina-3
1125,JABON DE MANOS CREMOSO COCO — 5 L,2100.0,409,1,unidad,unidad,Higiene,Jabón de manos,Dinamic,5 L,1125|jabon de manos cremoso coco|jabón de manos|5 l|dinamic|dinamicquim|jabon|manos|cremoso|coco,0.88,0.83,"Producto de higiene Jabon De Manos Cremoso Coco, marca Dinamic, 5 L, listo para usar.",,True,True,pagina-3
1130,JABON DE MANOS BEBE/NEW WHITE TRANSP. AZUL — 5 L,2100.0,409,1,unidad,unidad,Higiene,Jabón de manos,Dinamic,5 L,1130|jabon de manos bebe/new white transp. azul|jabón de manos|5 l|dinamic|dinamicquim|jabon|manos|bebe|new,0.88,0.83,"Producto de higiene Jabon De Manos Bebe/New White Transp. Azul, marca Dinamic, 5 L, listo para usar.",,True,True,pagina-3
1132,JABON DE MANOS ANTIBACTERIAL ESPADOL TRANSP. AMARILLO — 5 L,2100.0,409,1,unidad,unidad,Higiene,Jabón de manos,Dinamic,5 L,1132|jabon de manos antibacterial espadol transp. amarillo|jabón de manos|5 l|dinamic|dinamicquim|jabon|manos|antibacterial|espadol,0.88,0.83,"Producto de higiene Jabon De Manos Antibacterial Espadol Transp. Amarillo, marca Dinamic, 5 L, listo para usar.",,True,True,pagina-3
1134,JABON DE MANOS CREMOSO DOVE — 5 L,2100.0,409,1,unidad,unidad,Higiene,Jabón de manos,Dinamic,5 L,1134|jabon de manos cremoso dove|jabón de manos|5 l|dinamic|dinamicquim|jabon|manos|cremoso|dove,0.88,0.83,"Producto de higiene Jabon De Manos Cremoso Dove, marca Dinamic, 5 L, listo para usar.",,True,True,pagina-3
1157,JABON DE MANOS CREMOSO DURAZNO — 5 L,2100.0,409,1,unidad,unidad,Higiene,Jabón de manos,Dinamic,5 L,1157|jabon de manos cremoso durazno|jabón de manos|5 l|dinamic|dinamicquim|jabon|manos|cremoso|durazno,0.88,0.83,"Producto de higiene Jabon De Manos Cremoso Durazno, marca Dinamic, 5 L, listo para usar.",,True,True,pagina-3
1202,JABON DE MANOS CREMOSO NIVEA — 5 L,2100.0,409,1,unidad,unidad,Higiene,Jabón de manos,Dinamic,5 L,1202|jabon de manos cremoso nivea|jabón de manos|5 l|dinamic|dinamicquim|jabon|manos|cremoso|nivea,0.88,0.83,"Producto de higiene Jabon De Manos Cremoso Nivea, marca Dinamic, 5 L, listo para usar.",,True,True,pagina-3
1203,JABON DE MANOS MORA TRANSP. LILA — 5 L,2100.0,409,1,unidad,unidad,Higiene,Jabón de manos,Dinamic,5 L,1203|jabon de manos mora transp. lila|jabón de manos|5 l|dinamic|dinamicquim|jabon|manos|mora|transp,0.88,0.83,"Producto de higiene Jabon De Manos Mora Transp. Lila, marca Dinamic, 5 L, listo para usar.",,True,True,pagina-3
125,JABON DE MANOS CREMOSO COCO — 20 L,1750.0,409,1,unidad,unidad,Higiene,Jabón de manos,Dinamic,20 L,125|jabon de manos cremoso coco|jabón de manos|20 l|dinamic|dinamicquim|jabon|manos|cremoso|coco,0.88,0.83,"Producto de higiene Jabon De Manos Cremoso Coco, marca Dinamic, 20 L, listo para usar.",,True,True,pagina-3
130,JABON DE MANOS BEBE/NEW WHITE TRANSP. AZUL — 20 L,1750.0,409,1,unidad,unidad,Higiene,Jabón de manos,Dinamic,20 L,130|jabon de manos bebe/new white transp. azul|jabón de manos|20 l|dinamic|dinamicquim|jabon|manos|bebe|new,0.88,0.83,"Producto de higiene Jabon De Manos Bebe/New White Transp. Azul, marca Dinamic, 20 L, listo para usar.",,True,True,pagina-3
132,JABON DE MANOS ANTIBACTERIAL ESPADOL TRANSP. AMARILLO — 20 L,1750.0,409,1,unidad,unidad,Higiene,Jabón de manos,Dinamic,20 L,132|jabon de manos antibacterial espadol transp. amarillo|jabón de manos|20 l|dinamic|dinamicquim|jabon|manos|antibacterial|espadol,0.88,0.83,"Producto de higiene Jabon De Manos Antibacterial Espadol Transp. Amarillo, marca Dinamic, 20 L, listo para usar.",,True,True,pagina-3
134,JABON DE MANOS CREMOSO DOVE — 20 L,1750.0,409,1,unidad,unidad,Higiene,Jabón de manos,Dinamic,20 L,134|jabon de manos cremoso dove|jabón de manos|20 l|dinamic|dinamicquim|jabon|manos|cremoso|dove,0.88,0.83,"Producto de higiene Jabon De Manos Cremoso Dove, marca Dinamic, 20 L, listo para usar.",,True,True,pagina-3
157,JABON DE MANOS CREMOSO DURAZNO — 20 L,1750.0,409,1,unidad,unidad,Higiene,Jabón de manos,Dinamic,20 L,157|jabon de manos cremoso durazno|jabón de manos|20 l|dinamic|dinamicquim|jabon|manos|cremoso|durazno,0.88,0.83,"Producto de higiene Jabon De Manos Cremoso Durazno, marca Dinamic, 20 L, listo para usar.",,True,True,pagina-3
202,JABON DE MANOS CREMOSO NIVEA — 20 L,1750.0,409,1,unidad,unidad,Higiene,Jabón de manos,Dinamic,20 L,202|jabon de manos cremoso nivea|jabón de manos|20 l|dinamic|dinamicquim|jabon|manos|cremoso|nivea,0.88,0.83,"Producto de higiene Jabon De Manos Cremoso Nivea, marca Dinamic, 20 L, listo para usar.",,True,True,pagina-3
203,JABON DE MANOS MORA TRANSP. LILA — 20 L,1750.0,409,1,unidad,unidad,Higiene,Jabón de manos,Dinamic,20 L,203|jabon de manos mora transp. lila|jabón de manos|20 l|dinamic|dinamicquim|jabon|manos|mora|transp,0.88,0.83,"Producto de higiene Jabon De Manos Mora Transp. Lila, marca Dinamic, 20 L, listo para usar.",,True,True,pagina-3
2125,JABON DE MANOS CREMOSO COCO — 1 L,2550.0,409,1,unidad,unidad,Higiene,Jabón de manos,Dinamic,1 L,2125|jabon de manos cremoso coco|jabón de manos|1 l|dinamic|dinamicquim|jabon|manos|cremoso|coco,0.88,0.83,"Producto de higiene Jabon De Manos Cremoso Coco, marca Dinamic, 1 L, listo para usar.",,True,True,pagina-3
2130,JABON DE MANOS BEBE/NEW WHITE TRANSP. AZUL — 1 L,2550.0,409,1,unidad,unidad,Higiene,Jabón de manos,Dinamic,1 L,2130|jabon de manos bebe/new white transp. azul|jabón de manos|1 l|dinamic|dinamicquim|jabon|manos|bebe|new,0.88,0.83,"Producto de higiene Jabon De Manos Bebe/New White Transp. Azul, marca Dinamic, 1 L, listo para usar.",,True,True,pagina-3
2132,JABON DE MANOS ANTIBACTERIAL ESPADOL TRANSP. AMARILLO — 1 L,2550.0,409,1,unidad,unidad,Higiene,Jabón de manos,Dinamic,1 L,2132|jabon de manos antibacterial espadol transp. amarillo|jabón de manos|1 l|dinamic|dinamicquim|jabon|manos|antibacterial|espadol,0.88,0.83,"Producto de higiene Jabon De Manos Antibacterial Espadol Transp. Amarillo, marca Dinamic, 1 L, listo para usar.",,True,True,pagina-3
2134,JABON DE MANOS CREMOSO DOVE — 1 L,2550.0,409,1,unidad,unidad,Higiene,Jabón de manos,Dinamic,1 L,2134|jabon de manos cremoso dove|jabón de manos|1 l|dinamic|dinamicquim|jabon|manos|cremoso|dove,0.88,0.83,"Producto de higiene Jabon De Manos Cremoso Dove, marca Dinamic, 1 L, listo para usar.",,True,True,pagina-3
2157,JABON DE MANOS CREMOSO DURAZNO — 1 L,2550.0,409,1,unidad,unidad,Higiene,Jabón de manos,Dinamic,1 L,2157|jabon de manos cremoso durazno|jabón de manos|1 l|dinamic|dinamicquim|jabon|manos|cremoso|durazno,0.88,0.83,"Producto de higiene Jabon De Manos Cremoso Durazno, marca Dinamic, 1 L, listo para usar.",,True,True,pagina-3
2202,JABON DE MANOS CREMOSO NIVEA — 1 L,2550.0,409,1,unidad,unidad,Higiene,Jabón de manos,Dinamic,1 L,2202|jabon de manos cremoso nivea|jabón de manos|1 l|dinamic|dinamicquim|jabon|manos|cremoso|nivea,0.88,0.83,"Producto de higiene Jabon De Manos Cremoso Nivea, marca Dinamic, 1 L, listo para usar.",,True,True,pagina-3
2203,JABON DE MANOS MORA TRANSP. LILA — 1 L,2550.0,409,1,unidad,unidad,Higiene,Jabón de manos,Dinamic,1 L,2203|jabon de manos mora transp. lila|jabón de manos|1 l|dinamic|dinamicquim|jabon|manos|mora|transp,0.88,0.83,"Producto de higiene Jabon De Manos Mora Transp. Lila, marca Dinamic, 1 L, listo para usar.",,True,True,pagina-3
1016,LAVANDINA ROPA BLANCA — 5 L,925.0,229,1,unidad,unidad,Limpieza,Cloro y lavandina,Dinamic,5 L,1016|lavandina ropa blanca|cloro y lavandina|5 l|dinamic|dinamicquim|lavandina|ropa|blanca,0.45,0.4,"Producto de limpieza Lavandina Ropa Blanca, marca Dinamic, 5 L, listo para usar.",,True,True,pagina-1
1017,LAVANDINA ROPA COLOR — 5 L,935.0,229,1,unidad,unidad,Limpieza,Cloro y lavandina,Dinamic,5 L,1017|lavandina ropa color|cloro y lavandina|5 l|dinamic|dinamicquim|lavandina|ropa|color,0.45,0.4,"Producto de limpieza Lavandina Ropa Color, marca Dinamic, 5 L, listo para usar.",,True,True,pagina-1
1025,CLORO AL 104% — 1 L,1100.0,229,1,unidad,unidad,Limpieza,Cloro y lavandina,Dinamic,1 L,1025|cloro al 104%|cloro y lavandina|1 l|dinamic|dinamicquim|cloro|104,0.45,0.4,"Producto de limpieza Cloro Al 104%, marca Dinamic, 1 L, listo para usar.",,True,True,pagina-1
1026,LAVANDINA AL 55% — 1 L,870.0,229,1,unidad,unidad,Limpieza,Cloro y lavandina,Dinamic,1 L,1026|lavandina al 55%|cloro y lavandina|1 l|dinamic|dinamicquim|lavandina,0.45,0.4,"Producto de limpieza Lavandina Al 55%, marca Dinamic, 1 L, listo para usar.",,True,True,pagina-1
1027,LAVANDINA GEL PREMIUM VERDE CON EUCALIPTUS — 5 L,1550.0,229,1,unidad,unidad,Limpieza,Cloro y lavandina,Dinamic,5 L,1027|lavandina gel premium verde con eucaliptus|cloro y lavandina|5 l|dinamic|dinamicquim|lavandina|gel|premium|verde,0.45,0.4,"Producto de limpieza Lavandina Gel Premium Verde Con Eucaliptus, marca Dinamic, 5 L, listo para usar.",,True,True,pagina-1
1028,LAVANDINA EN GEL — 5 L,1290.0,229,1,unidad,unidad,Limpieza,Cloro y lavandina,Dinamic,5 L,1028|lavandina en gel|cloro y lavandina|5 l|dinamic|dinamicquim|lavandina|gel,0.45,0.4,"Producto de limpieza Lavandina En Gel, marca Dinamic, 5 L, listo para usar.",,True,True,pagina-1
16,LAVANDINA ROPA BLANCA — 20 L,730.0,229,1,unidad,unidad,Limpieza,Cloro y lavandina,Dinamic,20 L,16|lavandina ropa blanca|cloro y lavandina|20 l|dinamic|dinamicquim|lavandina|ropa|blanca,0.45,0.4,"Producto de limpieza Lavandina Ropa Blanca, marca Dinamic, 20 L, listo para usar.",,True,True,pagina-1
17,LAVANDINA ROPA COLOR — 20 L,750.0,229,1,unidad,unidad,Limpieza,Cloro y lavandina,Dinamic,20 L,17|lavandina ropa color|cloro y lavandina|20 l|dinamic|dinamicquim|lavandina|ropa|color,0.45,0.4,"Producto de limpieza Lavandina Ropa Color, marca Dinamic, 20 L, listo para usar.",,True,True,pagina-1
2016,LAVANDINA ROPA BLANCA — 1 L,1250.0,229,1,unidad,unidad,Limpieza,Cloro y lavandina,Dinamic,1 L,2016|lavandina ropa blanca|cloro y lavandina|1 l|dinamic|dinamicquim|lavandina|ropa|blanca,0.45,0.4,"Producto de limpieza Lavandina Ropa Blanca, marca Dinamic, 1 L, listo para usar.",,True,True,pagina-1
2017,LAVANDINA ROPA COLOR — 1 L,1300.0,229,1,unidad,unidad,Limpieza,Cloro y lavandina,Dinamic,1 L,2017|lavandina ropa color|cloro y lavandina|1 l|dinamic|dinamicquim|lavandina|ropa|color,0.45,0.4,"Producto de limpieza Lavandina Ropa Color, marca Dinamic, 1 L, listo para usar.",,True,True,pagina-1
2027,LAVANDINA GEL PREMIUM VERDE CON EUCALIPTUS — 1 L,1970.0,229,1,unidad,unidad,Limpieza,Cloro y lavandina,Dinamic,1 L,2027|lavandina gel premium verde con eucaliptus|cloro y lavandina|1 l|dinamic|dinamicquim|lavandina|gel|premium|verde,0.45,0.4,"Producto de limpieza Lavandina Gel Premium Verde Con Eucaliptus, marca Dinamic, 1 L, listo para usar.",,True,True,pagina-1
2028,LAVANDINA EN GEL — 1 L,1770.0,229,1,unidad,unidad,Limpieza,Cloro y lavandina,Dinamic,1 L,2028|lavandina en gel|cloro y lavandina|1 l|dinamic|dinamicquim|lavandina|gel,0.45,0.4,"Producto de limpieza Lavandina En Gel, marca Dinamic, 1 L, listo para usar.",,True,True,pagina-1
25,CLORO AL 104% — 5 L,815.0,229,1,unidad,unidad,Limpieza,Cloro y lavandina,Dinamic,5 L,25|cloro al 104%|cloro y lavandina|5 l|dinamic|dinamicquim|cloro|104,0.45,0.4,"Producto de limpieza Cloro Al 104%, marca Dinamic, 5 L, listo para usar.",,True,True,pagina-1
26,LAVANDINA AL 55% — 5 L,704.0,229,1,unidad,unidad,Limpieza,Cloro y lavandina,Dinamic,5 L,26|lavandina al 55%|cloro y lavandina|5 l|dinamic|dinamicquim|lavandina,0.45,0.4,"Producto de limpieza Lavandina Al 55%, marca Dinamic, 5 L, listo para usar.",,True,True,pagina-1
27,LAVANDINA GEL PREMIUM VERDE CON EUCALIPTUS — 20 L,1200.0,229,1,unidad,unidad,Limpieza,Cloro y lavandina,Dinamic,20 L,27|lavandina gel premium verde con eucaliptus|cloro y lavandina|20 l|dinamic|dinamicquim|lavandina|gel|premium|verde,0.45,0.4,"Producto de limpieza Lavandina Gel Premium Verde Con Eucaliptus, marca Dinamic, 20 L, listo para usar.",,True,True,pagina-1
28,LAVANDINA EN GEL — 20 L,1095.0,229,1,unidad,unidad,Limpieza,Cloro y lavandina,Dinamic,20 L,28|lavandina en gel|cloro y lavandina|20 l|dinamic|dinamicquim|lavandina|gel,0.45,0.4,"Producto de limpieza Lavandina En Gel, marca Dinamic, 20 L, listo para usar.",,True,True,pagina-1
1080,REGULADOR PH - BIDON — 5 LT,7450.0,300,1,unidad,unidad,Pileta,Accesorios,Dinamiclor,5 LT,1080|regulador ph - bidon|accesorios|5 lt|dinamic|dinamicquim|regulador|bidon,0.62,0.57,"Producto para pileta Regulador Ph - Bidon, marca Dinamic, 5 LT, listo para usar.",,True,True,pagina-4
650,BOYA HONGO GRANDE — UNIDAD,1950.0,300,1,unidad,unidad,Pileta,Accesorios,Dinamiclor,UNIDAD,650|boya hongo grande|accesorios|unidad|dinamic|dinamicquim|boya|hongo|grande,0.62,0.57,"Producto para pileta Boya Hongo Grande, marca Dinamic, UNIDAD, listo para usar.",,True,True,pagina-4
651,BOYA SATELITE CHICA REFORZADA — UNIDAD,2500.0,300,1,unidad,unidad,Pileta,Accesorios,Dinamiclor,UNIDAD,651|boya satelite chica reforzada|accesorios|unidad|dinamic|dinamicquim|boya|satelite|chica|reforzada,0.62,0.57,"Producto para pileta Boya Satelite Chica Reforzada, marca Dinamic, UNIDAD, listo para usar.",,True,True,pagina-4
652,BOYA SATELITE GRANDE SUPER REFORZADA — UNIDAD,4000.0,300,1,unidad,unidad,Pileta,Accesorios,Dinamiclor,UNIDAD,652|boya satelite grande super reforzada|accesorios|unidad|dinamic|dinamicquim|boya|satelite|grande|super,0.62,0.57,"Producto para pileta Boya Satelite Grande Reforzada, marca Dinamic, UNIDAD, listo para usar.",,True,True,pagina-4
653,SACAHOJAS CELESTE PREMIUM REFORZADO — UNIDAD,3700.0,300,1,unidad,unidad,Pileta,Accesorios,Dinamiclor,UNIDAD,653|sacahojas celeste premium reforzado|accesorios|unidad|dinamic|dinamicquim|sacahojas|celeste|premium|reforzado,0.62,0.57,"Producto para pileta Sacahojas Celeste Premium Reforzado, marca Dinamic, UNIDAD, listo para usar.",,True,True,pagina-4
654,"CABO ALUMINIO ESTRIADO 190 MM. 1,50 MTS. — UNIDAD",9000.0,300,1,unidad,unidad,Pileta,Accesorios,Dinamiclor,UNIDAD,"654|cabo aluminio estriado 190 mm. 1,50 mts.|accesorios|unidad|dinamic|dinamicquim|cabo|aluminio|estriado|190",0.62,0.57,"Producto para pileta Cabo Aluminio Estriado 190 Mm. 1,50 Mts., marca Dinamic, UNIDAD, listo para usar.",,True,True,pagina-4
655,KIT MEDIDOR DE PH (CLORO+PH ) — UNIDAD,12000.0,300,1,unidad,unidad,Pileta,Accesorios,Dinamiclor,UNIDAD,655|kit medidor de ph (cloro+ph )|accesorios|unidad|dinamic|dinamicquim|kit|medidor|cloro+ph,0.62,0.57,"Producto para pileta Kit Medidor De Ph (Cloro+Ph ), marca Dinamic, UNIDAD, listo para usar.",,True,True,pagina-4
1075,ALGUICIDA LISTO BIDON — 5 LT,18300.0,300,1,unidad,unidad,Pileta,Alguicida,Dinamiclor,5 LT,1075|alguicida listo bidon|alguicida|5 lt|dinamic|dinamicquim|listo|bidon,0.62,0.57,"Producto para pileta Alguicida Listo Bidon, marca Dinamic, 5 LT, listo para usar.",,True,True,pagina-4
2075,ALGUICIDA LISTO BOTELLA — 1 LT,4550.0,300,1,unidad,unidad,Pileta,Alguicida,Dinamiclor,1 LT,2075|alguicida listo botella|alguicida|1 lt|dinamic|dinamicquim|listo|botella,0.62,0.57,"Producto para pileta Alguicida Listo Botella, marca Dinamic, 1 LT, listo para usar.",,True,True,pagina-4
3075,ALGUICIDA CONCENTRADO 1+3 BIDON — 5 LT,38500.0,300,1,unidad,unidad,Pileta,Alguicida,Dinamiclor,5 LT,3075|alguicida concentrado 1+3 bidon|alguicida|5 lt|dinamic|dinamicquim|concentrado|1+3|bidon,0.62,0.57,"Producto para pileta Alguicida Concentrado 1+3 Bidon, marca Dinamic, 5 LT, listo para usar.",,True,True,pagina-4
3175,ALGUICIDA CONCENTRADO 1+3 BOTELLA — 1 LT,12000.0,300,1,unidad,unidad,Pileta,Alguicida,Dinamiclor,1 LT,3175|alguicida concentrado 1+3 botella|alguicida|1 lt|dinamic|dinamicquim|concentrado|1+3|botella,0.62,0.57,"Producto para pileta Alguicida Concentrado 1+3 Botella, marca Dinamic, 1 LT, listo para usar.",,True,True,pagina-4
1074,CLARIFICANTE LISTO BIDON — 5 LT,18300.0,300,1,unidad,unidad,Pileta,Clarificante,Dinamiclor,5 LT,1074|clarificante listo bidon|clarificante|5 lt|dinamic|dinamicquim|listo|bidon,0.62,0.57,"Producto para pileta Clarificante Listo Bidon, marca Dinamic, 5 LT, listo para usar.",,True,True,pagina-4
2074,CLARIFICANTE LISTO BOTELLA — 1 LT,4550.0,300,1,unidad,unidad,Pileta,Clarificante,Dinamiclor,1 LT,2074|clarificante listo botella|clarificante|1 lt|dinamic|dinamicquim|listo|botella,0.62,0.57,"Producto para pileta Clarificante Listo Botella, marca Dinamic, 1 LT, listo para usar.",,True,True,pagina-4
